year,circuitId,name,location,country,lat,lng,alt,url
1994,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1994,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1994,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1994,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1994,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1994,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1994,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1994,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,Jerez de la Frontera,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez
1994,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1994,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1994,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1994,okayama,Okayama International Circuit,Okayama,Japan,34.915,134.221,Okayama,http://en.wikipedia.org/wiki/TI_Circuit
1994,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1994,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1994,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1994,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1995,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1995,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1995,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1995,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,Buenos Aires,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez
1995,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1995,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1995,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1995,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1995,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1995,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1995,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1995,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
1995,okayama,Okayama International Circuit,Okayama,Japan,34.915,134.221,Okayama,http://en.wikipedia.org/wiki/TI_Circuit
1995,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1995,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1995,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1995,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1996,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
1996,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1996,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1996,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,Buenos Aires,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez
1996,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1996,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1996,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1996,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1996,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1996,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1996,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1996,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
1996,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1996,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1996,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1996,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1997,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
1997,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1997,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,Buenos Aires,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez
1997,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1997,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1997,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1997,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1997,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,Jerez de la Frontera,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez
1997,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1997,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1997,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1997,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
1997,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
1997,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1997,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1997,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1997,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1998,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
1998,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1998,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,Buenos Aires,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez
1998,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1998,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1998,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1998,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1998,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1998,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1998,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1998,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
1998,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
1998,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1998,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1998,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1998,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1999,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
1999,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1999,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1999,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1999,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1999,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1999,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1999,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1999,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1999,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
1999,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
1999,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
1999,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1999,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1999,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1999,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2000,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2000,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2000,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2000,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2000,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2000,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,Indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
2000,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2000,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2000,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2000,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2000,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2000,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
2000,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2000,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2000,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2000,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2000,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2001,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2001,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2001,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2001,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2001,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2001,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,Indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
2001,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2001,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2001,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2001,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2001,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2001,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
2001,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2001,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2001,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2001,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2001,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2002,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2002,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2002,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2002,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2002,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2002,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,Indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
2002,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2002,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2002,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2002,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2002,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2002,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
2002,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2002,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2002,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2002,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2002,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2003,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2003,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2003,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2003,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2003,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2003,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,Indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
2003,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2003,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2003,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2003,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2003,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2003,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
2003,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2003,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2003,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2003,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2004,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2004,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2004,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2004,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2004,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2004,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2004,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,Indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
2004,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2004,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2004,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2004,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
